source,destination,href,anchor,location,context,status,canonical
/insights/category/erp-business-systems/,/services/erp-software/,/services/erp-software/,E R P & O d o o S o l u t i o n s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/erp-software/
/insights/category/erp-business-systems/,/services/ai-automation-agents/,/services/ai-automation-agents/,A I A u t o m a t i o n & A g e n t s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/ai-automation-agents/
/insights/category/erp-business-systems/,/services/cloud-devops/,/services/cloud-devops/,C l o u d & D e v O p s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/cloud-devops/
/insights/category/erp-business-systems/,/about/,/about/,A b o u t,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/about/
/insights/category/erp-business-systems/,/work/,/work/,W o r k,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/
/insights/category/erp-business-systems/,/careers/,/careers/,C a r e e r s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/careers/
/insights/category/erp-business-systems/,/insights/,/insights/,I n s i g h t s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/insights/
/insights/category/erp-business-systems/,/contact/,/contact/,C o n t a c t,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/contact/
/insights/category/erp-business-systems/,/industries/healthcare/,/industries/healthcare/,H e a l t h c a r e,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/healthcare/
/insights/category/erp-business-systems/,/industries/retail-ecommerce/,/industries/retail-ecommerce/,R e t a i l & E - c o m m e r c e,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/retail-ecommerce/
/insights/category/erp-business-systems/,/industries/manufacturing/,/industries/manufacturing/,M a n u f a c t u r i n g,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/manufacturing/
/insights/category/erp-business-systems/,/industries/logistics/,/industries/logistics/,L o g i s t i c s & S u p p l y C h a i n,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/logistics/
/insights/category/erp-business-systems/,/industries/finance/,/industries/finance/,F i n a n c e,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/finance/
/insights/category/erp-business-systems/,/industries/startups/,/industries/startups/,S t a r t u p s & S M E s,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/startups/
/insights/category/erp-business-systems/,/industries/real-estate/,/industries/real-estate/,R e a l E s t a t e,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/real-estate/
/insights/category/erp-business-systems/,/industries/education/,/industries/education/,E d u c a t i o n,footer,a footer-nav-link text-[var(--text-secondary)] text-sm | li  | ul space-y-3 | nav  | div footer-double-col | div footer-grid | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/education/
/insights/category/erp-business-systems/,/privacy-policy/,/privacy-policy/,Privacy Policy,footer,a text-[var(--text-secondary)] hover:text-[var(--accent)] text-xs transition-colors duration-300 | nav flex items-center gap-6 | div flex flex-col md:flex-row md:items-center md:justify-between gap-4 | div mt-16 pt-8 border-t border-[var(--border)] | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/privacy-policy/
/insights/category/erp-business-systems/,/terms-of-service/,/terms-of-service/,Terms of Service,footer,a text-[var(--text-secondary)] hover:text-[var(--accent)] text-xs transition-colors duration-300 | nav flex items-center gap-6 | div flex flex-col md:flex-row md:items-center md:justify-between gap-4 | div mt-16 pt-8 border-t border-[var(--border)] | div max-w-[1440px] mx-auto px-6 lg:px-12 py-16 lg:py-20 | footer bg-[var(--bg-secondary)] border-t border-[var(--border)] | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/terms-of-service/
/insights/cloud-deployment-models-diagram/,/,/,KP Infotech - Home,navigation,a logo relative z-10 transition-opacity duration-300 hover:opacity-80 | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/
/insights/cloud-deployment-models-diagram/,/services/,/services/,S e r v i c e s,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/services/
/insights/cloud-deployment-models-diagram/,/industries/,/industries/,I n d u s t r i e s,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/industries/
/insights/cloud-deployment-models-diagram/,/work/,/work/,W o r k,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/work/
/insights/cloud-deployment-models-diagram/,/insights/,/insights/,I n s i g h t s,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/insights/
/insights/cloud-deployment-models-diagram/,/about/,/about/,A b o u t,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/about/
/insights/cloud-deployment-models-diagram/,/careers/,/careers/,C a r e e r s,navigation,a nav-link relative py-2 font-body text-sm font-normal tracking-wide transition-colors duration-300 text-text-secondary hover:text-text-primary | li  | ul flex items-center gap-8 | div hidden items-center gap-10 lg:flex | nav relative mx-auto flex max-w-[1440px] items-center justify-between px-6 py-6 lg:px-12 | header fixed top-0 left-0 right-0 z-50 transition-all duration-300 | body bg-[var(--bg-primary)] text-[var(--text-primary)] antialiased | html  | undefined ,200,https://kpinfo.tech/careers/
